"ACQ_BRANCHES","ACQ_BRANCHES_HREF","ACQ_CERT","ACQ_CHARTAGENT","ACQ_CHARTER","ACQ_CLASS","ACQ_CLASS_TYPE","ACQ_CLASS_TYPE_DESC","ACQ_CLCODE","ACQ_CNTYNAME","ACQ_CNTYNUM","ACQ_FDICREGION","ACQ_FDICREGION_DESC","ACQ_INSAGENT1","ACQ_INSAGENT2","ACQ_INSTNAME","ACQ_LATITUDE","ACQ_LONGITUDE","ACQ_ORGTYPE_NUM","ACQ_ORG_EFF_DTE","ACQ_PADDR","ACQ_PCITY","ACQ_PSTALP","ACQ_PSTNUM","ACQ_PZIP5","ACQ_PZIPREST","ACQ_REGAGENT","ACQ_TRUST","ACQ_UNINUM","ASSISTED_PAYOUT_FLAG","BANK_INSURED","CERT","CHANGECODE","CHANGECODE_DESC","CHANGECODE_DESC_LONG","CHARTER_COM_TO_OTHER_FLAG","CHARTER_COM_TO_OTS_FLAG","CHARTER_OTHER_TO_COM_FLAG","CHARTER_OTS_TO_COM_FLAG","CLASS","CLASS_CHANGE_FLAG","CLASS_TYPE","CLASS_TYPE_DESC","EFFDATE","EFFYEAR","ENDDATE","ENDYEAR","FAILED_COM_TO_COM_FLAG","FAILED_OTHER_TO_COM_FLAG","FAILED_OTS_TO_COM_FLAG","FAILED_OTS_TO_OTS_FLAG","FAILED_RTC_FLAG","FRM_CLASS","FRM_CLASS_TYPE","FRM_CLASS_TYPE_DESC","FRM_INSAGENT1","FRM_LATITUDE","FRM_LONGITUDE","FRM_ORGTYPE_NUM","FRM_PSTALP","FRM_PSTNUM","FRM_REGAGENT","ID","INSAGENT1","INSAGENT1_CHANGE_FLAG","INSURED_COM_FLAG","INSURED_OTS_FLAG","NEW_CHARTER_DENOVO_FLAG","NEW_CHARTER_FLAG","ORGTYPE_NUM","ORG_ROLE_CDE","ORG_STAT_FLG","OUT_CERT","OUT_CHARTAGENT","OUT_CHARTER","OUT_CLASS","OUT_CLASS_TYPE","OUT_CLASS_TYPE_DESC","OUT_CLCODE","OUT_CNTYNAME","OUT_CNTYNUM","OUT_FDICREGION","OUT_FDICREGION_DESC","OUT_INSAGENT1","OUT_INSAGENT2","OUT_INSTNAME","OUT_LATITUDE","OUT_LONGITUDE","OUT_ORGTYPE_NUM","OUT_PADDR","OUT_PCITY","OUT_PSTALP","OUT_PSTNUM","OUT_PZIP5","OUT_PZIPREST","OUT_REGAGENT","OUT_TRUST","OUT_UNINUM","PROCDATE","PROCYEAR","PSTALP","REGAGENT","REGAGENT_CHANGE_FLAG","RELOCATE_FLAG","REPORT_TYPE","STNUM","SUR_CERT","SUR_CHANGECODE","SUR_CHANGECODE_DESC","SUR_CHARTAGENT","SUR_CHARTER","SUR_CLASS","SUR_CLASS_TYPE","SUR_CLASS_TYPE_DESC","SUR_CLCODE","SUR_CNTYNAME","SUR_CNTYNUM","SUR_FDICREGION","SUR_FDICREGION_DESC","SUR_INSAGENT1","SUR_INSAGENT2","SUR_INSTNAME","SUR_LATITUDE","SUR_LONGITUDE","SUR_MADDR","SUR_MCITY","SUR_MSTALP","SUR_MSTATE","SUR_MZIP5","SUR_ORGTYPE_NUM","SUR_PADDR","SUR_PCITY","SUR_PSTALP","SUR_PSTNUM","SUR_PZIP5","SUR_PZIPREST","SUR_REGAGENT","SUR_TRUST","TRANSNUM","UNASSIST_COM_TO_COM_FLAG","UNASSIST_COM_TO_OTS_FLAG","UNASSIST_OTHER_TO_COM_FLAG","UNASSIST_OTS_TO_COM_FLAG","UNASSIST_OTS_TO_OTS_FLAG","UNINUM","VOLUNTARY_LIQUIDATION_FLAG","WITHDRAW_INSURANCE_COM_FLAG"
"1","/api/history?filters=TRANSNUM:201013398 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","35274","OCC","23903","N","C","Commercial","3","MARTINSVILLE CITY","690","5","ATLANTA","DIF","","River  Community  Bank,  National Association","36.68923","-79.85679","10","2008-01-01T00:00:00","730 EAST CHURCH STREET, SUITE 31","MARTINSVILLE","VA","51","24112","0000","OCC","","77239","0","Y","31623","211","FAILURE - WHOLE INSTITUTION","Failed. Merged with government financial assistance and became part of ,River  Community  Bank,  National Association, (,[object Object],) in ,Martinsville,, ,VA,. ,A link to FDIC closing information for ,Imperial Savings and Loan Association, (,31623,):, ,[object Object]","0","0","0","0","N","1","C","Commercial","2010-08-20T00:00:00","2010","9999-12-31T00:00:00","9999","0","0","1","0","0","SL","S","Savings","DIF","0","0","0","VA","0","OTS","201013398_211_44457_77239_44457","DIF","0","0","0","0","0","10","FI","N","31623","OTS","0","SL","S","Savings","38","MARTINSVILLE CITY","690","5","ATLANTA","DIF","","Imperial Savings and Loan Association","36.68892","-79.874372","120","1 E MARKET STREET","MARTINSVILLE","VA","51","24112","3708","OTS","","44457","2010-08-23T00:00:00","2010","VA","OCC","1","0","211","51","35274","811","FDIC ASSISTED MERGER","OCC","23903","N","C","Commercial","3","MARTINSVILLE CITY","690","5","ATLANTA","DIF","","River  Community  Bank,  National Association","36.689273","-79.856765","17 W Main St","Luray","VA","VIRGINIA","22835","10","730 EAST CHURCH STREET, SUITE 31","MARTINSVILLE","VA","51","24112","0000","OCC","","201013398","0","0","0","0","0","44457","0","0"
"1","/api/history?filters=TRANSNUM:201013400 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","33555","OCC","22311","N","C","Commercial","3","POLK","105","5","ATLANTA","DIF","","CenterState Bank of Florida, National Association","28.010709136970945","-81.72676821718682","10","2010-04-01T00:00:00","1101 FIRST STREET SOUTH","WINTER HAVEN","FL","12","33880","0000","OCC","","47437","0","Y","25266","211","FAILURE - WHOLE INSTITUTION","Failed. Merged with government financial assistance and became part of ,CenterState Bank of Florida, National Association, (,[object Object],) in ,Winter Haven,, ,FL,. ,A link to FDIC closing information for ,Community National Bank at Bartow, (,25266,):, ,[object Object]","0","0","0","0","N","0","C","Commercial","2010-08-20T00:00:00","2010","9999-12-31T00:00:00","9999","1","0","0","0","0","N","C","Commercial","DIF","0","0","0","FL","0","OCC","201013400_211_17470_47437_17470","DIF","0","0","0","0","0","10","FI","N","25266","OCC","0","N","C","Commercial","3","POLK","105","5","ATLANTA","DIF","","Community National Bank at Bartow","27.908181","-81.843667","10","1375 NORTH BROADWAY","BARTOW","FL","12","33831","0000","OCC","","17470","2010-08-23T00:00:00","2010","FL","OCC","0","0","211","12","33555","811","FDIC ASSISTED MERGER","OCC","22311","N","C","Commercial","3","POLK","105","5","ATLANTA","DIF","","CenterState Bank of Florida, National Association","28.010709136970945","-81.72676821718682","1101 1st St S","Winter Haven","FL","FLORIDA","33880","10","1101 FIRST STREET SOUTH","WINTER HAVEN","FL","12","33880","0000","OCC","","201013400","0","0","0","0","0","17470","0","0"
"4","/api/history?filters=TRANSNUM:201013401 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","33555","OCC","22311","N","C","Commercial","3","POLK","105","5","ATLANTA","DIF","","CenterState Bank of Florida, National Association","28.010709136970945","-81.72676821718682","10","2010-04-01T00:00:00","1101 FIRST STREET SOUTH","WINTER HAVEN","FL","12","33880","0000","OCC","","47437","0","Y","27344","211","FAILURE - WHOLE INSTITUTION","Failed. Merged with government financial assistance and became part of ,CenterState Bank of Florida, National Association, (,[object Object],) in ,Winter Haven,, ,FL,. ,A link to FDIC closing information for ,Independent National Bank, (,27344,):, ,[object Object]","0","0","0","0","N","0","C","Commercial","2010-08-20T00:00:00","2010","9999-12-31T00:00:00","9999","1","0","0","0","0","N","C","Commercial","DIF","0","0","10","FL","12","OCC","201013401_211_39618_47437_39618","DIF","0","0","0","0","0","10","FI","N","27344","OCC","23484","N","C","Commercial","3","MARION","83","5","ATLANTA","DIF","","Independent National Bank","29.170933480191025","-82.13699396085212","10","60 S.W. 17TH STREET","OCALA","FL","12","34471","0000","OCC","","39618","2010-08-23T00:00:00","2010","FL","OCC","0","0","211","12","33555","811","FDIC ASSISTED MERGER","OCC","22311","N","C","Commercial","3","POLK","105","5","ATLANTA","DIF","","CenterState Bank of Florida, National Association","28.010709136970945","-81.72676821718682","1101 1st St S","Winter Haven","FL","FLORIDA","33880","10","1101 FIRST STREET SOUTH","WINTER HAVEN","FL","12","33880","0000","OCC","","201013401","0","0","0","0","0","39618","0","0"
"15","/api/history?filters=TRANSNUM:201013408 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","59051","STATE","0","NM","C","Commercial","21","COOK","31","9","CHICAGO","DIF","","Urban Partnership Bank","0","0","10","2010-08-19T00:00:00","7054 SOUTH JEFFERY BOULEVARD","CHICAGO","IL","17","60649","0000","FDIC","","511458","0","Y","15640","211","FAILURE - WHOLE INSTITUTION","Failed. Merged with government financial assistance and became part of ,Urban Partnership Bank, (,[object Object],) in ,Chicago,, ,IL,. ,A link to FDIC closing information for ,ShoreBank, (,15640,):, ,[object Object]","0","0","0","0","NM","0","C","Commercial","2010-08-20T00:00:00","2010","9999-12-31T00:00:00","9999","1","0","0","0","0","NM","C","Commercial","DIF","0","0","10","IL","17","FDIC","201013408_211_9919_511458_9919","DIF","0","0","0","0","0","10","FI","N","15640","STATE","0","NM","C","Commercial","21","COOK","31","9","CHICAGO","DIF","","ShoreBank","41.767018","-87.576397","10","7054 SOUTH JEFFERY AVENUE","CHICAGO","IL","17","60649","0000","FDIC","None","9919","2010-08-23T00:00:00","2010","IL","FDIC","0","0","211","17","59051","811","FDIC ASSISTED MERGER","STATE","0","NM","C","Commercial","21","COOK","31","9","CHICAGO","DIF","","Urban Partnership Bank","41.766998","-87.576412","7936 SOUTH COTTAGE GROVE AVENUE","CHICAGO","IL","ILLINOIS","60619","10","7054 SOUTH JEFFERY BOULEVARD","CHICAGO","IL","17","60649","0000","FDIC","","201013408","0","0","0","0","0","9919","0","0"
"16","/api/history?filters=TRANSNUM:201013409 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","24045","STATE","0","NM","C","Commercial","21","SAN DIEGO","73","14","SAN FRANCISCO","DIF","","Pacific Western Bank","32.718733","-117.166501","10","2009-08-28T00:00:00","401 WEST A STREET","SAN DIEGO","CA","6","92101","0000","FDIC","","16761","0","Y","32165","211","FAILURE - WHOLE INSTITUTION","Failed. Merged with government financial assistance and became part of ,Pacific Western Bank, (,[object Object],) in ,San Diego,, ,CA,. ,A link to FDIC closing information for ,Los Padres Bank, (,32165,):, ,[object Object]","0","0","0","0","NM","1","C","Commercial","2010-08-20T00:00:00","2010","9999-12-31T00:00:00","9999","0","0","1","0","0","SB","S","Savings","DIF","0","0","115","CA","6","OTS","201013409_211_44999_16761_44999","DIF","0","0","0","0","0","10","FI","N","32165","OTS","0","SB","S","Savings","33","SANTA BARBARA","83","14","SAN FRANCISCO","DIF","","Los Padres Bank","34.599632","-120.128437","115","610 ALAMO PINTADO ROAD","SOLVANG","CA","6","93463","0000","OTS","","44999","2010-08-23T00:00:00","2010","CA","FDIC","1","0","211","6","24045","811","FDIC ASSISTED MERGER","STATE","0","NM","C","Commercial","21","LOS ANGELES","37","14","SAN FRANCISCO","DIF","","Pacific Western Bank","32.718733","-117.166501","9701 Wilshire Blvd","Beverly Hills","CA","CALIFORNIA","90212","10","401 WEST A STREET","SAN DIEGO","CA","6","92101","0000","FDIC","","201013409","0","0","0","0","0","44999","0","0"
"16","/api/history?filters=TRANSNUM:201013411 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","23364","OCC","24583","N","C","Commercial","3","IMPERIAL","25","14","SAN FRANCISCO","DIF","","Rabobank, National Association","32.792887","-115.571392","10","2010-08-20T00:00:00","1448 MAIN STREET","EL CENTRO","CA","6","92243","9951","OCC","","16381","0","Y","33219","211","FAILURE - WHOLE INSTITUTION","Failed. Merged with government financial assistance and became part of ,Rabobank, National Association, (,[object Object],) in ,El Centro,, ,CA,. ,A link to FDIC closing information for ,Butte Community Bank, (,33219,):, ,[object Object]","0","0","0","0","N","1","C","Commercial","2010-08-20T00:00:00","2010","9999-12-31T00:00:00","9999","1","0","0","0","0","NM","C","Commercial","DIF","0","0","10","CA","6","FDIC","201013411_211_46656_16381_46656","DIF","0","0","0","0","0","10","FI","N","33219","STATE","0","NM","C","Commercial","21","BUTTE","7","14","SAN FRANCISCO","DIF","","Butte Community Bank","39.723445","-121.801405","10","2041 FOREST AVENUE","CHICO","CA","6","95928","0000","FDIC","","46656","2010-08-23T00:00:00","2010","CA","OCC","1","0","211","6","23364","811","FDIC ASSISTED MERGER","OCC","24583","N","C","Commercial","3","IMPERIAL","25","14","SAN FRANCISCO","DIF","","Rabobank, National Association","32.792887","-115.571392","915 HIGHLAND POINTE DRIVE, SUITE 350","ROSEVILLE","CA","CALIFORNIA","95678","10","1448 MAIN STREET","EL CENTRO","CA","6","92243","9951","OCC","","201013411","0","0","0","0","0","46656","0","0"
"10","/api/history?filters=TRANSNUM:201013413 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","23364","OCC","24583","N","C","Commercial","3","IMPERIAL","25","14","SAN FRANCISCO","DIF","","Rabobank, National Association","32.792887","-115.571392","10","2010-08-20T00:00:00","1448 MAIN STREET","EL CENTRO","CA","6","92243","9951","OCC","","16381","0","Y","27090","211","FAILURE - WHOLE INSTITUTION","Failed. Merged with government financial assistance and became part of ,Rabobank, National Association, (,[object Object],) in ,El Centro,, ,CA,. ,A link to FDIC closing information for ,Pacific State Bank, (,27090,):, ,[object Object]","0","0","0","0","N","1","C","Commercial","2010-08-20T00:00:00","2010","9999-12-31T00:00:00","9999","1","0","0","0","0","SM","C","Commercial","DIF","0","0","10","CA","6","FED","201013413_211_38746_16381_38746","DIF","0","0","0","0","0","10","FI","N","27090","STATE","0","SM","C","Commercial","13","SAN JOAQUIN","77","14","SAN FRANCISCO","DIF","","Pacific State Bank","37.98782370290621","-121.32925914011997","10","1899 WEST MARCH LANE","STOCKTON","CA","6","95207","0000","FED","","38746","2010-08-23T00:00:00","2010","CA","OCC","1","0","211","6","23364","811","FDIC ASSISTED MERGER","OCC","24583","N","C","Commercial","3","IMPERIAL","25","14","SAN FRANCISCO","DIF","","Rabobank, National Association","32.792887","-115.571392","915 HIGHLAND POINTE DRIVE, SUITE 350","ROSEVILLE","CA","CALIFORNIA","95678","10","1448 MAIN STREET","EL CENTRO","CA","6","92243","9951","OCC","","201013413","0","0","0","0","0","38746","0","0"
"3","/api/history?filters=TRANSNUM:201013426 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","3430","STATE","0","NM","C","Commercial","21","MARIN","41","14","SAN FRANCISCO","DIF","","Westamerica Bank","37.974284","-122.528161","10","2009-02-06T00:00:00","1108 FIFTH AVENUE","SAN RAFAEL","CA","6","94901","2916","FDIC","Full","2226","0","Y","27259","211","FAILURE - WHOLE INSTITUTION","Failed. Merged with government financial assistance and became part of ,Westamerica Bank, (,[object Object],) in ,San Rafael,, ,CA,. ,A link to FDIC closing information for ,Sonoma Valley Bank, (,27259,):, ,[object Object]","0","0","0","0","NM","0","C","Commercial","2010-08-20T00:00:00","2010","9999-12-31T00:00:00","9999","1","0","0","0","0","NM","C","Commercial","DIF","0","0","10","CA","6","FDIC","201013426_211_39356_2226_39356","DIF","0","0","0","0","0","10","FI","N","27259","STATE","0","NM","C","Commercial","21","SONOMA","97","14","SAN FRANCISCO","DIF","","Sonoma Valley Bank","38.292349","-122.461289","10","202 WEST NAPA STREET","SONOMA","CA","6","95476","0000","FDIC","","39356","2010-08-24T00:00:00","2010","CA","FDIC","0","0","211","6","3430","811","FDIC ASSISTED MERGER","STATE","0","NM","C","Commercial","21","MARIN","41","14","SAN FRANCISCO","DIF","","Westamerica Bank","37.974284","-122.528161","4550 MANGELS BOULEVARD","FAIRFIELD","CA","CALIFORNIA","94534","10","1108 FIFTH AVENUE","SAN RAFAEL","CA","6","94901","2916","FDIC","Full","201013426","0","0","0","0","0","39356","0","0"
"4","/api/history?filters=TRANSNUM:201015724 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","110","STATE","0","NM","C","Commercial","21","PULASKI","119","13","DALLAS","DIF","","Bank of the Ozarks","34.779392","-92.464805","10","2010-08-05T00:00:00","17901 CHENAL PARKWAY","LITTLE ROCK","AR","5","72223","0000","FDIC","Full","89","0","Y","35061","211","FAILURE - WHOLE INSTITUTION","Failed. Merged with government financial assistance and became part of ,Bank of the Ozarks, (,[object Object],) in ,Little Rock,, ,AR,. ,A link to FDIC closing information for ,Horizon Bank, (,35061,):, ,[object Object]","0","0","0","0","NM","1","C","Commercial","2010-09-10T00:00:00","2010","9999-12-31T00:00:00","9999","1","0","0","0","0","SM","C","Commercial","DIF","0","0","10","FL","12","FED","201015724_211_74365_89_74365","DIF","0","0","0","0","0","10","FI","N","35061","STATE","0","SM","C","Commercial","13","MANATEE","81","5","ATLANTA","DIF","","Horizon Bank","27.447552","-82.554862","10","900 53RD AVENUE EAST","BRADENTON","FL","12","34203","0000","FED","","74365","2010-09-14T00:00:00","2010","AR","FDIC","1","1","211","5","110","811","FDIC ASSISTED MERGER","STATE","0","NM","C","Commercial","21","PULASKI","119","13","DALLAS","DIF","","Bank of the Ozarks","34.779392","-92.464805","18000 Cantrell Rd","Little Rock","AR","ARKANSAS","72223","10","17901 CHENAL PARKWAY","LITTLE ROCK","AR","5","72223","0000","FDIC","Full","201015724","0","0","0","0","0","74365","0","0"
"1","/api/history?filters=TRANSNUM:201016504 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","28724","OTS","0","SB","S","Savings","33","HAMILTON","61","9","CHICAGO","DIF","","Foundation Bank","39.10417","-84.514834","115","2008-05-31T00:00:00","25 GARFIELD PLACE","CINCINNATI","OH","39","45202","0000","OTS","","41558","0","Y","27808","211","FAILURE - WHOLE INSTITUTION","Failed. Merged with government financial assistance and became part of ,Foundation Bank, (,[object Object],) in ,Cincinnati,, ,OH,. ,A link to FDIC closing information for ,Bramble Savings Bank, (,27808,):, ,[object Object]","0","0","0","0","SB","1","S","Savings","2010-09-17T00:00:00","2010","9999-12-31T00:00:00","9999","0","0","0","1","0","SI","S","Savings","DIF","0","0","0","OH","0","FDIC","201016504_211_40642_41558_40642","DIF","0","0","0","0","0","115","FI","N","27808","STATE","0","SI","S","Savings","42","CLERMONT","25","9","CHICAGO","DIF","","Bramble Savings Bank","39.178276","-84.279484","110","954 STATE ROUTE 28","MILFORD","OH","39","45150","0000","FDIC","","40642","2010-09-20T00:00:00","2010","OH","OTS","1","0","211","39","28724","811","FDIC ASSISTED MERGER","OTS","0","SB","S","Savings","33","HAMILTON","61","9","CHICAGO","DIF","","Foundation Bank","39.104272","-84.514765","25 GARFIELD PLACE","CINCINNATI","OH","OHIO","45202","115","25 GARFIELD PLACE","CINCINNATI","OH","39","45202","0000","OTS","","201016504","0","0","0","0","0","40642","0","0"
"1","/api/history?filters=TRANSNUM:201016505 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","34444","STATE","0","SM","C","Commercial","13","CHESTER","29","2","NEW YORK","DIF","","New Century Bank","40.129645","-75.548676","10","2010-09-09T00:00:00","513 KIMBERTON ROAD","PHOENIXVILLE","PA","42","19460","0000","FED","","57208","0","Y","57107","211","FAILURE - WHOLE INSTITUTION","Failed. Merged with government financial assistance and became part of ,New Century Bank, (,[object Object],) in ,Phoenixville,, ,PA,. ,A link to FDIC closing information for ,ISN Bank, (,57107,):, ,[object Object]","0","0","0","0","SM","1","C","Commercial","2010-09-17T00:00:00","2010","9999-12-31T00:00:00","9999","1","0","0","0","0","NM","C","Commercial","DIF","0","0","0","NJ","0","FDIC","201016505_211_357894_57208_357894","DIF","0","0","0","0","0","10","FI","N","57107","STATE","0","NM","C","Commercial","21","CAMDEN","7","2","NEW YORK","DIF","","ISN Bank","39.936305","-75.030624","10","457 HADDONFIELD ROAD, LIBERTY VIEW BUILDING, SUITE 100","CHERRY HILL","NJ","34","08002","0000","FDIC","","357894","2010-09-20T00:00:00","2010","PA","FED","1","1","211","42","34444","811","FDIC ASSISTED MERGER","STATE","0","SM","C","Commercial","13","CHESTER","29","2","NEW YORK","DIF","","New Century Bank","40.129664","-75.548581","701 Reading Avenue","West Reading","PA","PENNSYLVANIA","19611","10","513 KIMBERTON ROAD","PHOENIXVILLE","PA","42","19460","0000","FED","","201016505","0","0","0","0","0","357894","0","0"
"2","/api/history?filters=TRANSNUM:201016506 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","59010","STATE","0","NM","C","Commercial","21","CARROLL","45","5","ATLANTA","DIF","","Community & Southern Bank","33.579108","-85.077623","10","2010-09-17T00:00:00","201 MAPLE STREET","CARROLLTON","GA","13","30117","0000","FDIC","","495009","0","Y","58197","211","FAILURE - WHOLE INSTITUTION","Failed. Merged with government financial assistance and became part of ,Community & Southern Bank, (,[object Object],) in ,Carrollton,, ,GA,. ,A link to FDIC closing information for ,Bank of Ellijay, (,58197,):, ,[object Object]","0","0","0","0","NM","0","C","Commercial","2010-09-17T00:00:00","2010","9999-12-31T00:00:00","9999","1","0","0","0","0","NM","C","Commercial","DIF","0","0","10","GA","13","FDIC","201016506_211_441885_495009_441885","DIF","0","0","0","0","0","10","FI","N","58197","STATE","0","NM","C","Commercial","21","GILMER","123","5","ATLANTA","DIF","","Bank of Ellijay","34.683247","-84.491293","10","134 INDUSTRIAL BOULEVARD","ELLIJAY","GA","13","30540","0000","FDIC","","441885","2010-09-20T00:00:00","2010","GA","FDIC","0","0","211","13","59010","811","FDIC ASSISTED MERGER","STATE","0","NM","C","Commercial","21","CARROLL","45","5","ATLANTA","DIF","","Community & Southern Bank","33.579108","-85.077623","3333 RIVERWOOD PARKWAY SOUTHEAST, SUITE 300","ATLANTA","GA","GEORGIA","30339","10","201 MAPLE STREET","CARROLLTON","GA","13","30117","0000","FDIC","","201016506","0","0","0","0","0","441885","0","0"
"2","/api/history?filters=TRANSNUM:201016507 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","59010","STATE","0","NM","C","Commercial","21","CARROLL","45","5","ATLANTA","DIF","","Community & Southern Bank","33.579108","-85.077623","10","2010-09-17T00:00:00","201 MAPLE STREET","CARROLLTON","GA","13","30117","0000","FDIC","","495009","0","Y","57448","211","FAILURE - WHOLE INSTITUTION","Failed. Merged with government financial assistance and became part of ,Community & Southern Bank, (,[object Object],) in ,Carrollton,, ,GA,. ,A link to FDIC closing information for ,First Commerce Community Bank, (,57448,):, ,[object Object]","0","0","0","0","NM","0","C","Commercial","2010-09-17T00:00:00","2010","9999-12-31T00:00:00","9999","1","0","0","0","0","NM","C","Commercial","DIF","0","0","0","GA","0","FDIC","201016507_211_363787_495009_363787","DIF","0","0","0","0","0","10","FI","N","57448","STATE","0","NM","C","Commercial","21","DOUGLAS","97","5","ATLANTA","DIF","","First Commerce Community Bank","33.73816373309076","-84.73339625061449","10","9001 HOSPITAL DRIVE","DOUGLASVILLE","GA","13","30134","0000","FDIC","","363787","2010-09-20T00:00:00","2010","GA","FDIC","0","0","211","13","59010","811","FDIC ASSISTED MERGER","STATE","0","NM","C","Commercial","21","CARROLL","45","5","ATLANTA","DIF","","Community & Southern Bank","33.579108","-85.077623","3333 RIVERWOOD PARKWAY SOUTHEAST, SUITE 300","ATLANTA","GA","GEORGIA","30339","10","201 MAPLE STREET","CARROLLTON","GA","13","30117","0000","FDIC","","201016507","0","0","0","0","0","363787","0","0"
"15","/api/history?filters=TRANSNUM:201016508 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","59010","STATE","0","NM","C","Commercial","21","CARROLL","45","5","ATLANTA","DIF","","Community & Southern Bank","33.579108","-85.077623","10","2010-09-17T00:00:00","201 MAPLE STREET","CARROLLTON","GA","13","30117","0000","FDIC","","495009","0","Y","182","211","FAILURE - WHOLE INSTITUTION","Failed. Merged with government financial assistance and became part of ,Community & Southern Bank, (,[object Object],) in ,Carrollton,, ,GA,. ,A link to FDIC closing information for ,The Peoples Bank, (,182,):, ,[object Object]","0","0","0","0","NM","0","C","Commercial","2010-09-17T00:00:00","2010","9999-12-31T00:00:00","9999","1","0","0","0","0","NM","C","Commercial","DIF","0","0","0","GA","0","FDIC","201016508_211_144_495009_144","DIF","0","0","0","0","0","10","FI","N","182","STATE","0","NM","C","Commercial","21","BARROW","13","5","ATLANTA","DIF","","The Peoples Bank","33.992325","-83.720731","10","71 NORTH BROAD STREET","WINDER","GA","13","30680","0000","FDIC","","144","2010-09-20T00:00:00","2010","GA","FDIC","0","0","211","13","59010","811","FDIC ASSISTED MERGER","STATE","0","NM","C","Commercial","21","CARROLL","45","5","ATLANTA","DIF","","Community & Southern Bank","33.579108","-85.077623","3333 RIVERWOOD PARKWAY SOUTHEAST, SUITE 300","ATLANTA","GA","GEORGIA","30339","10","201 MAPLE STREET","CARROLLTON","GA","13","30117","0000","FDIC","","201016508","0","0","0","0","0","144","0","0"
"10","/api/history?filters=TRANSNUM:201016523 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","28679","OTS","0","SB","S","Savings","34","WAUKESHA","133","9","CHICAGO","DIF","","North Shore Bank, FSB","43.036156","-88.107756","110","2010-09-17T00:00:00","15700 WEST BLUEMOUND ROAD","BROOKFIELD","WI","55","53005","0000","OTS","","41513","0","Y","28612","211","FAILURE - WHOLE INSTITUTION","Failed. Merged with government financial assistance and became part of ,North Shore Bank, FSB, (,[object Object],) in ,Brookfield,, ,WI,. ,A link to FDIC closing information for ,Maritime Savings Bank, (,28612,):, ,[object Object]","0","0","0","0","SB","1","S","Savings","2010-09-17T00:00:00","2010","9999-12-31T00:00:00","9999","0","0","0","1","0","SL","S","Savings","DIF","0","0","0","WI","0","OTS","201016523_211_41446_41513_41446","DIF","0","0","0","0","0","110","FI","N","28612","OTS","0","SL","S","Savings","38","MILWAUKEE","79","9","CHICAGO","DIF","","Maritime Savings Bank","43.002432","-88.042441","120","10427 WEST LINCOLN AVENUE","WEST ALLIS","WI","55","53227","0000","OTS","","41446","2010-09-20T00:00:00","2010","WI","OTS","0","0","211","55","28679","811","FDIC ASSISTED MERGER","OTS","0","SB","S","Savings","34","WAUKESHA","133","9","CHICAGO","DIF","","North Shore Bank, FSB","43.036156","-88.107756","15700 WEST  BLUE MOUND ROAD","BROOKFIELD","WI","WISCONSIN","53005","110","15700 WEST BLUEMOUND ROAD","BROOKFIELD","WI","55","53005","0000","OTS","","201016523","0","0","0","0","0","41446","0","0"
